message_id	ttr	speaker	lang	ltype	topic	topicstarter	topicstarter_lang	topicstarter_ltype
post12005371	0.75	violadaprile	italian	L1	post12003459	francisgranada	Hungarian	L2
post11992410	0.54	effeundici	Italian - Tuscany	L1	post11992349	Anima_Italiana	Russo	L2
post1675843	0.7	daniele712	Italia	L1	post1674142	Akire72	Italian - Italy	L1
post11985920	0.81	Nunou	Italiano	L1	post11985657	Nuzzi	Spanish (Spain)	L2
post11509741	0.65	Bartin84	Italian	L1	post11509378	Lituano	Lithuanian	L2
post11953288	0.83	violadaprile	italian	L1	post11953225	egaleo	greek	L2
post10898676	0.86	francisgranada	Hungarian	L2	post10894383	Passante	italian	L1
post11904253	0.66	pizzi	Italian, Italy	L1	post11904074	Lituano	Lithuanian	L2
post11929957	0.77	Anja.Ann	Italian	L1	post11927158	luway	Italian	L1
post11926425	0.72	violadaprile	italian	L1	post11926022	Mos_l	Italiano	L1
post3949983	0.88	la italianilla	Italia	L1	post3949892	bubu7	Italiano	L1
post11880573	0.76	Elxenc	català/valencià	L2	post11880366	parriparri	italian	L1
post11127541	0.73	Necsus	Italian (Italy)	L1	post11127218	iron mann	portuguese	L2
post11845662	0.77	VogaVenessian	Italiano	L1	post11845497	verbalista	Slovenian	L2
post11193640	0.74	Matpao	Italiano	L1	post11190140	Cosimo Piovasco	Italiano, Italia	L1
post11815562	0.7	Anja.Ann	Italian	L1	post11814829	Luder	USA English	L2
post11775865	0.83	VogaVenessian	Italiano	L1	post11775651	reka39	Italian	L1
post11785481	0.83	cercolumi	italiano	L1	post11784975	Aleksej	Italiano - Italia	L1
post11779431	0.82	VogaVenessian	Italiano	L1	post11778517	bior	italiano	L1
post11754112	0.79	francisgranada	Hungarian	L2	post11753893	pizzi	Italian, Italy	L1
post11740135	0.55	otherwise	Italiano - Italia	L1	post11740102	jbelveal	USA and English	L2
post11734933	0.73	ocramz	Italiaans	L1	post11734809	sarusaru	Japanese	L2
post11730594	0.84	rainbowizard	Italian - Italy	L1	post11730387	GerryV	italiano	L1
post11715127	0.66	VogaVenessian	Italiano	L1	post11713871	Pixidio	Español	L2
post11460788	0.86	otherwise	Italiano - Italia	L1	post11460177	CaruraLeam	Italian	L1
post8916632	0.83	mario realini	ITALIANO	L1	post8916445	Azazel81	Italy - Italian	L1
post7941416	0.78	facciadipietra	Italian (northern, southern and central background)	L1	post7941027	effeundici	Italian - Tuscany	L1
post11381589	0.76	oirelav	italian	L1	post11381476	Youngfun	Wu Chinese & Italian	L1
post10109970	0.74	robertaL	Italian	L1	post10109885	_Jack Di Cuori_	Italian	L1
post11634544	0.69	Anja.Ann	Italian	L1	post11634158	Xynthia	Dutch	L2
post11625267	0.63	fabinn	Italiano	L1	post11625183	Zorgdoin	español España	L2
post11599911	0.69	Spiritoso78	Italiano  e friulano	L1	post11599828	Xynthia	Dutch	L2
post11554331	0.8	ursu-lab	italian, catalan & spanish	L1	post11553262	Anna_Barcelona	Catalan and Spanish	L2
post11537745	0.76	Giorgio Spizzi	Italian	L1	post11537419	bior	italiano	L1
post11540782	0.68	Mutti57	italian	L1	post11540683	mirla	Russia, Russian	L2
post11493515	0.64	Mia Bianchi	Italiano	L1	post11493123	lety90	italiana	L1
post11442148	0.76	Cosimo Piovasco	Italiano, Italia	L1	post11442137	Pineta	German - Germany	L2
post11439168	0.66	Spiritoso78	Italiano  e friulano	L1	post11438959	Rosa88	english	L2
post11419664	0.78	Necsus	Italian (Italy)	L1	post11419173	Rahzel	Italian	L1
post11367861	0.79	Necsus	Italian (Italy)	L1	post11367752	elenasusu	chinese	L2
post11284133	0.76	Paolo Yogurt	Italiano, veneto - veronese	L1	post11283818	Faess	Russian	L2
post11036623	0.69	Voce	Italiano	L1	post11035043	Necsus	Italian (Italy)	L1
post821588	0.74	winnie	italy, italian	L1	post821573	angelovideo71	Italian - Italy	L1
post11293153	0.77	oirelav	italian	L1	post11291620	ilhermeneuta	Mexican Spanish	L2
post2038111	0.82	Necsus	Italian (Italy)	L1	post2037400	mauro63	spanish/italian - Argentina	L1
post7062417	0.79	agami	italian	L1	post7062290	nevevento	chinese	L2
post11182892	0.72	Paolo Yogurt	Italiano, veneto - veronese	L1	post11182845	Joshua P.	German	L2
post4189752	0.71	la italianilla	Italia	L1	post4187011	sam1978	italy - italiano	L1
post11125634	0.73	Cosimo Piovasco	Italiano, Italia	L1	post11125540	LDATirro	English - US	L2
post11059987	0.75	ninux	italian	L1	post11059374	j00ey	English - UK	L2
post11017646	0.75	Necsus	Italian (Italy)	L1	post11015692	francisgranada	Hungarian	L2
post11002037	0.81	Giorgino	Italian	L1	post11001928	Blackman	Italiano/Sardo	L1
post9619979	0.81	Ruminante	Italian	L1	post9619650	zipp404	Bilingual English|Español	L2
post10982488	0.85	francisgranada	Hungarian	L2	post10982277	olaszinho	Central Italian	L1
post10877235	0.79	Necsus	Italian (Italy)	L1	post10876945	Giacomo J.K.	Italian	L1
post10855214	0.77	Necsus	Italian (Italy)	L1	post10854940	Snowgum	australia, english	L2
post10845633	0.72	Necsus	Italian (Italy)	L1	post10845422	blueberry_88	Italiano	L1
post1152007	0.83	Arianna82	Italia, italiano	L1	post1100792	primo_cerchio	Italian Italy	L1
post5001187	0.85	Einstein	UK, English	L2	post5001039	Montesacro	Italiano	L1
post10807958	0.77	ursu-lab	italian, catalan & spanish	L1	post10807918	Tellure	Italian	L1
post10797846	0.63	Passante	italian	L1	post10797773	sandrasilipo	Italian	L1
post10785518	0.71	Passante	italian	L1	post10785450	zipp404	Bilingual English|Español	L2
post10755861	0.72	ursu-lab	italian, catalan & spanish	L1	post10755646	Joshua P.	German	L2
post10707998	0.8	Necsus	Italian (Italy)	L1	post10707845	catrafuse	Italiano e Friulano	L1
post10691804	0.74	giovannino	Italian, Neapolitan	L1	post10691672	zipp404	Bilingual English|Español	L2
post1891254	0.84	Necsus	Italian (Italy)	L1	post1891040	mauro63	spanish/italian - Argentina	L1
post10671477	0.81	piccolacoco	Italian	L1	post10671162	zipp404	Bilingual English|Español	L2
post10677974	0.81	Sovi	Italian - Italy	L1	post10677927	italo_da_b	Italian	L1
post10666274	0.58	niklavjus	Italiano (Italia)	L1	post10665523	zipp404	Bilingual English|Español	L2
post10566059	0.66	Necsus	Italian (Italy)	L1	post10564993	david324	UK, English	L2
post10549543	0.7	zipp404	Bilingual English|Español	L2	post10548847	francisgranada	Hungarian	L2
post10535475	0.58	Gianfry	Italian	L1	post10535409	RAVENNA 520	ENGLISH	L2
post10490422	0.76	stella_maris_74	Italian - Italy	L1	post10489758	brigittaepaperone	Italiano	L1
post8037053	0.79	Killaloth	Italian	L1	post8036906	Paolo Yogurt	Italiano, veneto - veronese	L1
post10481344	0.65	vega3131	Italian	L1	post10480191	francisgranada	Hungarian	L2
post10373779	0.63	panzona	Italian	L1	post10372015	Marietje	Dutch	L2
post10358722	0.8	spulp	Italian	L1	post10358188	zipp404	Bilingual English|Español	L2
post10334367	0.78	spulp	Italian	L1	post10334023	Faess	Russian	L2
post9857108	0.75	Necsus	Italian (Italy)	L1	post9856821	Iraiem	italian	L1
post10306978	0.69	zipp404	Bilingual English|Español	L2	post10306498	-anna-	Russian	L2
post10309755	0.57	otherwise	Italiano - Italia	L1	post10309480	Darius the Great	English	L2
post10276393	0.64	Evoldom-free	Italia - italiano	L1	post10276211	Brosh	Hebrew	L2
post10222121	0.58	Montesacro	Italiano	L1	post10221629	Geviert	Spanisch	L2
post10211549	0.83	Necsus	Italian (Italy)	L1	post10211509	zipp404	Bilingual English|Español	L2
post10179195	0.77	Elkelon	Italy Italian	L1	post10178931	monicadave	italian	L1
post10178085	0.75	elemika	Russian	L2	post10177205	danalto	Italy - Italian	L1
post10183289	0.76	Necsus	Italian (Italy)	L1	post10182696	maceleneo	Italian	L1
post10097052	0.69	zipp404	Bilingual English|Español	L2	post10097004	tranquilspaces	English (US)	L2
post10086980	0.84	Necsus	Italian (Italy)	L1	post10086958	Riverplatense	German — Austria	L2
post10067010	0.8	effeundici	Italian - Tuscany	L1	post10066909	playadom	English	L2
post10036284	0.7	девочка	Italian	L1	post10036075	danieldaylewis	italiano	L1
post10066065	0.7	Giorgino	Italian	L1	post10065294	ghorichan	Slovene	L2
post1289867	0.82	sabrinita85	Italian	L1	post1289162	BlueWolf	Italian	L1
post10038269	0.72	Born2beAdrummer	Italian	L1	post10038167	yannalan	france, french, breton	L2
post779933	0.8	annanda	italian-italy	L1	post779921	emma1968	ITALY-italian	L1
post9995068	0.64	infinite sadness	italiano	L1	post9995028	europefranc	Italian	L1
post9949972	0.81	annapo	Italian	L1	post9949866	francisgranada	Hungarian	L2
post9923901	0.88	laurentius87	Italian	L1	post9923732	Ovidius	漢語	L2
post9816461	0.83	Ruminante	Italian	L1	post9816342	zipp404	Bilingual English|Español	L2
post9763687	0.71	Montesacro	Italiano	L1	post9763314	zipp404	Bilingual English|Español	L2
post9763447	0.71	otherwise	Italiano - Italia	L1	post9763358	pedro_trionix	Spanish and Galician	L2
post9674126	0.76	Necsus	Italian (Italy)	L1	post9673902	Tegocalderon	Italian	L1
post9710652	0.74	Elianor	Italia - italiano	L1	post9710592	annapo	Italian	L1
post9692753	0.77	ursu-lab	italian, catalan & spanish	L1	post9692644	infinite sadness	italiano	L1
post9678078	0.75	Necsus	Italian (Italy)	L1	post9677660	zipp404	Bilingual English|Español	L2
post9659099	0.76	Faess	Russian	L2	post9658394	nepoete	Lithuanian	L2
post9658966	0.81	federicoft	Italian	L1	post9657755	francisgranada	Hungarian	L2
post9603384	0.69	Iperione	Italian	L1	post9603216	zipp404	Bilingual English|Español	L2
post2188103	0.78	Nicholas the Italian	Italian	L1	post2187846	BlueWolf	Italian	L1
post9613161	0.79	Anaiss	Italiano - Veneto	L1	post9613119	zipp404	Bilingual English|Español	L2
post5866332	0.8	Memimao	United Kingdom English	L2	post5866159	stevenvh	Belgium, Dutch	L2
post9604066	0.84	olaszinho	Central Italian	L1	post9603890	leondina	italian- italy	L1
post9584758	0.6	Ruminante	Italian	L1	post9584594	Zanahoria	Danish	L2
post9570446	0.67	zipp404	Bilingual English|Español	L2	post9569990	pjcan	Portuguese	L2
post9567297	0.63	infinite sadness	italiano	L1	post9566923	Riveritos	Spanish	L2
post9542945	0.81	Necsus	Italian (Italy)	L1	post9542380	Ruminante	Italian	L1
post9466208	0.71	piovasco71	Italian	L1	post9466003	schluckauf	Arabic	L2
post9461300	0.65	infinite sadness	italiano	L1	post9460620	hamoc	vietnamita	L2
post9424077	0.65	Necsus	Italian (Italy)	L1	post9423952	sub-dolo	Italian	L1
post8519668	0.74	nunu7te	Italian-Italy	L1	post8519378	Chris Corbyn	English - UK	L2
post9370610	0.76	zipp404	Bilingual English|Español	L2	post9370539	raffavita	italian	L1
post9329902	0.85	Blackman	Italiano/Sardo	L1	post9329551	Necsus	Italian (Italy)	L1
post9330813	0.77	Angel.Aura	Italian	L1	post9330585	zuku	Czech	L2
post3517480	0.81	housecameron	Italian/ Italy	L1	post3516767	nicaldo	german-english bilingual	L2
post9287832	0.8	Necsus	Italian (Italy)	L1	post9287785	zipp404	Bilingual English|Español	L2
post9282865	0.69	Necsus	Italian (Italy)	L1	post9282350	zipp404	Bilingual English|Español	L2
post9213433	0.79	Giorgio Spizzi	Italian	L1	post9213289	giovannino	Italian, Neapolitan	L1
post9189801	0.74	Oblomovita	Italian	L1	post9189571	zipp404	Bilingual English|Español	L2
post9183855	0.64	marco.cur	Italian	L1	post9183786	zipp404	Bilingual English|Español	L2
post9163288	0.73	zipp404	Bilingual English|Español	L2	post9163104	Alxmrphi	UK English	L2
post8543710	0.9	Huginn	Italian	L1	post8543284	effeundici	Italian - Tuscany	L1
post9156632	0.8	Passante	italian	L1	post9156491	Syzygy	German	L2
post8905879	0.83	pantarhei	Italiano	L1	post8905780	barducci96	Italian	L1
post9124051	0.86	zipp404	Bilingual English|Español	L2	post9123996	koosky60	Italiano	L1
post9110157	0.76	Necsus	Italian (Italy)	L1	post9109930	superscimmia	italian	L1
post1459166	0.67	Saoul	Italian	L1	post1459096	GoranBcn	Catalan, Spanish, Croatian/Serbian	L2
post9068858	0.8	laurentius87	Italian	L1	post9068818	nikoster	macedonian	L2
post9049841	0.8	o-nami	Italian	L1	post9049661	zipp404	Bilingual English|Español	L2
post8993318	0.64	ursu-lab	italian, catalan & spanish	L1	post8993002	md7dani	svedese	L2
post8975857	0.76	MünchnerFax	Italian, Italy	L1	post8975835	zipp404	Bilingual English|Español	L2
post8974122	0.64	zipp404	Bilingual English|Español	L2	post8974029	ALEX1981X	Italian	L1
post8949103	0.55	Astropolyp	Italian - Tuscany	L1	post8948957	brigittaepaperone	Italiano	L1
post8943245	0.55	zipp404	Bilingual English|Español	L2	post8943241	elemika	Russian	L2
post8926832	0.81	Trentaduesima	Italia - Italiano	L1	post8925717	winegrower	Greek	L2
post8926786	0.83	MünchnerFax	Italian, Italy	L1	post8926682	matoupaschat	Français (Belgique)	L2
post8894018	0.67	pantarhei	Italiano	L1	post8893868	zipp404	Bilingual English|Español	L2
post8885469	0.82	Necsus	Italian (Italy)	L1	post8885288	lautaro	Español chileno, Italiano del nord	L1
post8082622	0.68	zipp404	Bilingual English|Español	L2	post8082470	Lovelyl	Italian and American English	L1
post8876998	0.81	panzona	Italian	L1	post8876614	pipka	russian	L2
post8847235	0.8	Angel.Aura	Italian	L1	post8847204	elemika	Russian	L2
post8814870	0.72	Huginn	Italian	L1	post8813284	Tomby	Spanish/Catalan	L2
post8772362	0.7	o-nami	Italian	L1	post8772173	Ana Veres	Romanian	L2
post8788724	0.74	matoupaschat	Français (Belgique)	L2	post8785946	zipp404	Bilingual English|Español	L2
post8757113	0.72	zipp404	Bilingual English|Español	L2	post8757097	canross	Italy Italian	L1
post8727370	0.72	Wewi	Italian	L1	post8727118	nevevento	chinese	L2
post8673983	0.71	cunegonde	Italian	L1	post8673940	hamoc	vietnamita	L2
post8637726	0.77	Trentaduesima	Italia - Italiano	L1	post8636022	nevevento	chinese	L2
post8484885	0.7	zipp404	Bilingual English|Español	L2	post8484774	elemika	Russian	L2
post8501406	0.76	ursu-lab	italian, catalan & spanish	L1	post8501335	pedro_trionix	Spanish and Galician	L2
post8474290	0.8	Necsus	Italian (Italy)	L1	post8473584	zipp404	Bilingual English|Español	L2
post8446917	0.67	piume	Italian	L1	post8446304	zipp404	Bilingual English|Español	L2
post8408088	0.72	aglaja	Italiano	L1	post8407952	LT_	Italiano	L1
post2049578	0.73	Saoul	Italian	L1	post2049529	pizzi	Italian, Italy	L1
post8389017	0.7	zipp404	Bilingual English|Español	L2	post8388600	sambistapt	Brazilian Portuguese	L2
post8373073	0.7	annapo	Italian	L1	post8372640	Kraus	Italian, Italy	L1
post8365759	0.7	Necsus	Italian (Italy)	L1	post8363259	deny80	Italian - Italy	L1
post8361572	0.63	zipp404	Bilingual English|Español	L2	post8361557	entrapta	Italian	L1
post8346705	0.85	zipp404	Bilingual English|Español	L2	post8346483	gatogab	Español	L2
post8347192	0.73	ursu-lab	italian, catalan & spanish	L1	post8347053	yesim	turkish	L2
post8342045	0.57	annapo	Italian	L1	post8341899	sdon	Italian	L1
post8328243	0.79	ursu-lab	italian, catalan & spanish	L1	post8328138	zipp404	Bilingual English|Español	L2
post8305471	0.82	ursu-lab	italian, catalan & spanish	L1	post8305175	sarusaru	Japanese	L2
post8300973	0.74	ursu-lab	italian, catalan & spanish	L1	post8299453	zipp404	Bilingual English|Español	L2
post8285925	0.79	ursu-lab	italian, catalan & spanish	L1	post8285841	zipp404	Bilingual English|Español	L2
post8291793	0.79	Trencalòs	castellano	L2	post8291574	zipp404	Bilingual English|Español	L2
post8286285	0.78	annapo	Italian	L1	post8286237	gatogab	Español	L2
post8280339	0.84	facciadipietra	Italian (northern, southern and central background)	L1	post8279814	zipp404	Bilingual English|Español	L2
post8280974	0.76	Necsus	Italian (Italy)	L1	post8280447	zipp404	Bilingual English|Español	L2
post8268884	0.68	SpookyT	Italian	L1	post8268854	nevevento	chinese	L2
post8260392	0.72	SpookyT	Italian	L1	post8260370	nevevento	chinese	L2
post8248232	0.76	federicoft	Italian	L1	post8248128	Spain_is_different	Spain/Spanish	L2
post8254806	0.77	zipp404	Bilingual English|Español	L2	post8254649	nevevento	chinese	L2
post8243651	0.7	ursu-lab	italian, catalan & spanish	L1	post8243023	Delfinen	Swedish Sweden	L2
post8237731	0.77	ursu-lab	italian, catalan & spanish	L1	post8237339	zipp404	Bilingual English|Español	L2
post8225904	0.74	Juliah	portoghese	L2	post8225838	Juliah	portoghese	L2
post8201001	0.73	ursu-lab	italian, catalan & spanish	L1	post8200908	giacometta	Italia	L1
post8170298	0.73	panzona	Italian	L1	post8169915	Arowana	Italy Italiano	L1
post7165059	0.74	facciadipietra	Italian (northern, southern and central background)	L1	post7162818	Donsez	Swedish, Finland	L2
post8065535	0.72	TheNameOfAWind	Italian	L1	post8064600	zipp404	Bilingual English|Español	L2
post8138217	0.74	sleepwalker	Italian	L1	post8138009	zipp404	Bilingual English|Español	L2
post8119604	0.69	Azazel81	Italy - Italian	L1	post8119516	italiazzatore	cinese	L2
post6480457	0.6	Broca	Italiano	L1	post6480308	anemos	Greek	L2
post8098619	0.83	stella_maris_74	Italian - Italy	L1	post8098600	elemika	Russian	L2
post8079028	0.85	panzona	Italian	L1	post8077788	Sugar-vampangel	Français (Suisse)	L2
post3967278	0.82	Stiannu	Italy, Italian	L1	post3967239	Angel.Aura	Italian	L1
post8064618	0.75	zipp404	Bilingual English|Español	L2	post8064379	mieleus	italian	L1
post8066221	0.75	federicoft	Italian	L1	post8066000	gams	Slovenian	L2
post8043096	0.76	Astropolyp	Italian - Tuscany	L1	post8042190	Severn	Italian	L1
post8048353	0.68	bo-marco	Italiano Italia - Emiliano Mirandola	L1	post8048153	Apeblu	Polish-Poland	L2
post8029919	0.58	Dolma-la	Italian - Italy	L1	post8028919	nevevento	chinese	L2
post8009141	0.83	Astropolyp	Italian - Tuscany	L1	post8008721	Anna_Barcelona	Catalan and Spanish	L2
post7996112	0.78	Vekkio	Italian	L1	post7995935	pinkandbliss	Turkish	L2
post7944144	0.69	Azazel81	Italy - Italian	L1	post7944075	Einstein	UK, English	L2
post7900355	0.69	rainbowizard	Italian - Italy	L1	post7898978	deserto	chinese	L2
post4242135	0.72	Montesacro	Italiano	L1	post4241195	lasirena	US English	L2
post7883350	0.81	facciadipietra	Italian (northern, southern and central background)	L1	post7882352	Sugar-vampangel	Français (Suisse)	L2
post7853508	0.69	milanoinnevata	Italian	L1	post7853336	hamoc	vietnamita	L2
post7840852	0.78	Astropolyp	Italian - Tuscany	L1	post7840566	__Peterpan®	italian	L1
post7846449	0.69	evrix	italian	L1	post7846379	hamoc	vietnamita	L2
post7786636	0.73	Lupen The Third	Italian	L1	post7783037	lisis	spanish	L2
post7703220	0.66	Astropolyp	Italian - Tuscany	L1	post7702510	C.B.	italian	L1
post2940273	0.81	tie-break	Italy	L1	post2940046	Paulfromitaly	Italian	L1
post7593047	0.84	Geofilo	Italian	L1	post7588652	Doralice887	Italian	L1
post7587505	0.8	MünchnerFax	Italian, Italy	L1	post7587262	zipp404	Bilingual English|Español	L2
post7525259	0.71	effeundici	Italian - Tuscany	L1	post7524702	zipp404	Bilingual English|Español	L2
post7512229	0.63	robikone	Italian	L1	post7511644	TrentinaNE	English (American)	L2
post7515308	0.65	Fustacchione	Italian	L1	post7514602	zipp404	Bilingual English|Español	L2
post7386326	0.73	annapollon	Italian	L1	post7385283	Paolo Yogurt	Italiano, veneto - veronese	L1
post7384773	0.74	Vekkio	Italian	L1	post7380735	ramasha	persiano	L2
post7339845	0.74	anto_iris	Italian	L1	post7339590	mar7	Spanish - Dominican Republic	L2
post7346997	0.83	Alxmrphi	UK English	L2	post7346957	merquiades	English (US Northeast)	L2
post7301470	0.78	Damon89	Italian	L1	post7301355	nevevento	chinese	L2
post7239044	0.76	Sesshomarux	Italian	L1	post7238896	hamoc	vietnamita	L2
post7214996	0.8	Necsus	Italian (Italy)	L1	post7214255	michelerottweiler	italiano	L1
post7109568	0.66	rainbowizard	Italian - Italy	L1	post7109103	SuForzaDai	Czech	L2
post6981161	0.69	brian	AmE (New Orleans)	L2	post6980553	Alxmrphi	UK English	L2
post6950296	0.78	MünchnerFax	Italian, Italy	L1	post6948590	beauxyeux	italian italy	L1
post6853177	0.74	Lucy Van Pelt	Italian	L1	post6852516	nevevento	chinese	L2
post6668793	0.75	Hermocrates	Italian & British English (bilingual)	L1	post6668599	winegrower	Greek	L2
post6638816	0.75	federicoft	Italian	L1	post6636733	italfan	Croatia, Croatian	L2
post6614247	0.8	Hermocrates	Italian & British English (bilingual)	L1	post6614062	carolinskaya	italian	L1
post4757857	0.72	SunDraw	Veneto (Italia)	L1	post4757380	bubu7	Italiano	L1
post6475781	0.8	Hermocrates	Italian & British English (bilingual)	L1	post6474788	little_warrior88	México, Español	L2
post6475984	0.77	Sprocedato	Italian - Rome	L1	post6470528	nicolòq	Italiano - Italia	L1
post6340169	0.74	Hermocrates	Italian & British English (bilingual)	L1	post6338915	natuzz	italian	L1
post6366991	0.86	marylian	italiano	L1	post5850552	Giamma	Brazil, portoghese	L2
post6228129	0.67	mandarina.m	Slovenian	L2	post6228017	Kraus	Italian, Italy	L1
post1807357	0.76	Carthusian cat	Italy	L1	post1806898	Necsus	Italian (Italy)	L1
post2004200	0.77	mauro63	spanish/italian - Argentina	L1	post2002264	irene.acler	Italiano	L1
post6159531	0.71	Hermocrates	Italian & British English (bilingual)	L1	post6159341	Marin1985	Croatian	L2
post1747357	0.67	Akire72	Italian - Italy	L1	post1747248	vnzsami	Bilingual: Spanish (Spain) - English (US)	L2
post6135619	0.79	Hermocrates	Italian & British English (bilingual)	L1	post6135531	melodika	Serbia, Serbian	L2
post6104846	0.79	Sprocedato	Italian - Rome	L1	post6104535	Kotler	Sweden Swedish	L2
post5601179	0.78	Saoul	Italian	L1	post5600305	sabrinita85	Italian	L1
post6072941	0.75	miss_sky	Italian	L1	post6072836	damoskito	French	L2
post6061506	0.78	Hermocrates	Italian & British English (bilingual)	L1	post6061432	nikis	italian  (female)	L1
post5961251	0.62	Riot81	Italian	L1	post5960954	pannacotta	Hungarian	L2
post5948864	0.72	Necsus	Italian (Italy)	L1	post5948586	bieq	Spanish	L2
post5862673	0.75	saltapicchio	Italia (Roma) - Italiano	L1	post5862498	nestinari	Bulgarian (България)	L2
post5826879	0.73	Medusa_allo_specchio	Bulgarian	L2	post5826201	ugrifules	Hungary hungarian	L2
post1111121	0.63	moodywop	Italian - Italy	L1	post1111089	Moogey	USA English	L2
post5787557	0.7	giovannino	Italian, Neapolitan	L1	post5787415	stevenvh	Belgium, Dutch	L2
post5758773	0.76	gabrigabri	Italian, Italy (Torino)	L1	post5757149	Benvindo	Brazil, Portuguese	L2
post5724075	0.73	sabrinita85	Italian	L1	post5724010	lepurushi	Albanian	L2
post5527208	0.8	Silvia10975	italiano (Toscana-Italia)	L1	post5527139	willg	spanish	L2
post5519473	0.73	SunDraw	Veneto (Italia)	L1	post5518960	Malie	Norwegian	L2
post5448762	0.75	Angel.Aura	Italian	L1	post5446457	vocenarrante	italian	L1
post5461145	0.73	SunDraw	Veneto (Italia)	L1	post5460982	lara70	Brazil, portuguese	L2
post5394975	0.81	SunDraw	Veneto (Italia)	L1	post5394663	minoski	Italian	L1
post5372683	0.68	Benzene	Italian from Italy	L1	post5372516	mosquitoinasequindress	Italian	L1
post3800678	0.72	Fabiuz	Italy - italiano	L1	post3800605	Tobago	France - French	L2
post5303754	0.75	saltapicchio	Italia (Roma) - Italiano	L1	post5303548	Tarheelzgrl	United States- English	L2
post5198487	0.77	SunDraw	Veneto (Italia)	L1	post5198407	seawaves	Italian	L1
post5187675	0.75	Necsus	Italian (Italy)	L1	post5186814	Little Nemo	italian	L1
post5142954	0.81	SunDraw	Veneto (Italia)	L1	post5140229	urizon9	English	L2
post5122357	0.75	SunDraw	Veneto (Italia)	L1	post5121891	ToscanoNYC	Italian & English -US (bilingual)	L1
post5082389	0.79	saltapicchio	Italia (Roma) - Italiano	L1	post5082088	Montesacro	Italiano	L1
post5044154	0.71	Montesacro	Italiano	L1	post5044063	urizon9	English	L2
post4972895	0.75	giusyna	italian	L1	post4972460	Oletta	Polish	L2
post4971790	0.77	giusyna	italian	L1	post4969842	Nickverto	Italian	L1
post4971622	0.69	giusyna	italian	L1	post4971226	italfan	Croatia, Croatian	L2
post4983931	0.66	Necsus	Italian (Italy)	L1	post4983527	Suo tempore	Canada, Bilingual French, English	L2
post4960432	0.78	rainbowizard	Italian - Italy	L1	post4959385	teva	Hungary, hungarian	L2
post4904538	0.67	saltapicchio	Italia (Roma) - Italiano	L1	post4904356	mauro63	spanish/italian - Argentina	L1
post4891426	0.73	damminson	Italian	L1	post4888508	adritabares	spagnolo	L2
post4881519	0.72	vega3131	Italian	L1	post4880850	minoski	Italian	L1
post4698254	0.65	Necsus	Italian (Italy)	L1	post4698103	urizon9	English	L2
post4705346	0.78	Broca's Area	Italian / Italy	L1	post4704548	quita	italy, italian	L1
post4664480	0.67	rocamadour	Italian	L1	post4664397	TraductoraPobleSec	Catalan & Spanish	L2
post4651050	0.41	saltapicchio	Italia (Roma) - Italiano	L1	post4650864	italfan	Croatia, Croatian	L2
post4627901	0.8	Sabrine07	Italian	L1	post4627789	lostinmilan	Czech, Czech Republic	L2
post4588297	0.7	Elianor	Italia - italiano	L1	post4588242	mieleus	italian	L1
post4579361	0.75	alex.mz	italy italian	L1	post4577905	lostinmilan	Czech, Czech Republic	L2
post4579315	0.73	alex.mz	italy italian	L1	post4576850	lostinmilan	Czech, Czech Republic	L2
post4533315	0.79	Carthusian cat	Italy	L1	post4518747	saltapicchio	Italia (Roma) - Italiano	L1
post4424605	0.82	ConusMagus	Italian	L1	post4423769	Nijan	Italian, Italy - Salerno	L1
post4360531	0.79	aphaelena	ITALIANO	L1	post4360111	la italianilla	Italia	L1
post4387451	0.74	Sabrine07	Italian	L1	post4387405	olgkons	greece greek	L2
post4255368	0.82	la italianilla	Italia	L1	post4255216	Gyu	Italy - Italian	L1
post3747175	0.84	sarusaru	Japanese	L2	post3747106	sarusaru	Japanese	L2
post4217893	0.81	Sicily	Spain Spanish	L2	post4208352	stefanel	Slovak	L2
post4197784	0.73	la italianilla	Italia	L1	post4197737	italfan	Croatia, Croatian	L2
post4156302	0.77	la italianilla	Italia	L1	post4154663	fioccoeranda	Italy Italian	L1
post4151241	0.88	prelest	Italy, italian	L1	post4150463	la italianilla	Italia	L1
post4126660	0.78	Necsus	Italian (Italy)	L1	post4126473	ToscanoNYC	Italian & English -US (bilingual)	L1
post4093379	0.76	Necsus	Italian (Italy)	L1	post4091301	adritabares	spagnolo	L2
post4060848	0.74	Stiannu	Italy, Italian	L1	post4060809	ferran	Croatia	L2
post3950908	0.82	SunDraw	Veneto (Italia)	L1	post3950227	ToscanoNYC	Italian & English -US (bilingual)	L1
post3946822	0.83	Necsus	Italian (Italy)	L1	post3945581	la italianilla	Italia	L1
post3942347	0.81	la italianilla	Italia	L1	post3942092	Giulio	Italiano	L1
post3929943	0.64	la italianilla	Italia	L1	post3929882	prowlerxpla	Italy Italian	L1
post3915118	0.7	Nokta Ombro	Italy - Lombardia; Italiano	L1	post3914340	Ptak	Rußland	L2
post3719060	0.71	la italianilla	Italia	L1	post3718968	Dimme	Greek	L2
post3692762	0.84	la italianilla	Italia	L1	post3692095	cityofgod	ITALY	L1
post3638882	0.31	MünchnerFax	Italian, Italy	L1	post3638852	sabrinita85	Italian	L1
post3545322	0.78	Dr. X	Italiano	L1	post3542563	cityofgod	ITALY	L1
post3597063	0.79	weetanc83	Italy - Italian	L1	post3596655	nicaldo	german-english bilingual	L2
