speaker	lang	ltype	ave_ttr	se	nmessages
cirrus	UK English	L1	0.7408823529411765	0.00866660818976731	34
Maruja14	Español - España (Madrid)	L1	0.7107594936708862	0.0077672490289709675	79
jorge_val_ribera	Español	L2	0.6977419354838709	0.015641890801054693	31
Aleko	Español	L1	0.7296875	0.00872385928165563	32
Södertjej	Spanish ES/Swedish (utlandssvensk)	L2	0.7105843200214058	0.00287379785340783	302
Sembrador	Español	L1	0.7248765432098765	0.005090423562083556	162
Canela Mad	Spanish Colombia-Spain	L1	0.7386363636363636	0.012931646047591807	22
ismael37	Spanish	L1	0.7236363636363636	0.010554854744509089	11
micafe	Spanish - Colombia	L2	0.686	0.02291045370325278	10
Plain Language	Spanish-Spain	L2	0.6508333333333333	0.021265220336493012	12
chaquira16	Sevilla, española	L1	0.7378947368421052	0.013541768768703796	19
Maximino	Español chileno	L1	0.6665734265734263	0.0067646808552092545	143
Josruecam	Spain Spanish	L1	0.675	0.054999999999999986	2
grdsit	Español, El Salvador	L1	0.65	0.0679215233437335	6
EduardoGonzalez	español de España, La Mancha (C. Real)	L1	0.6841258741258738	0.006078485220827269	143
psicutrinius	Spanish / Spain	L2	0.7171999999999998	0.01135077089893017	25
MAGUANÁ	Español	L1	0.7436666666666667	0.008650072530867706	30
Sidjanga	German;southern tendencies	L2	0.7310763888888889	0.003069885290356956	288
neal41	USA, English	L1	0.6303794037940378	0.007293410614628768	123
Navel	Castellano - Español	L1	0.7146875	0.009999842488678863	32
sergio11	Spanish (lunfardo)	L2	0.6766956521739131	0.00586359274636303	115
Cubanboy	Spanish	L2	0.75125	0.01186794903450948	8
sehait	ESPAÑOL	L1	0.6	0.041553178779326454	6
Accipiter	Spanish - Spain	L1	0.6522222222222221	0.026022307619178595	9
YaniraTfe	español (España)	L2	0.6938888888888888	0.013257389540367445	36
Gavril	English, USA	L1	0.6634951456310676	0.006841476537690083	103
astur_pecha	Español España	L1	0.695	0.014433756729740644	12
Lord Delfos	Castellano (Argentina)	L1	0.7065714285714285	0.0073900098036443216	35
Summer_rose	Español/España	L2	0.6893333333333332	0.012168134288521476	15
Hrutland	Castellano, Chile	L1	0.7183333333333334	0.0109981632993694	12
WyomingSue	English--USA	L1	0.7092307692307689	0.008535299137168348	65
Sendro Páez	Spanish - España	L1	0.741935483870968	0.014900525752712538	31
Jigoku no Tenshi	Venezuela-Castellano	L2	0.6730769230769229	0.010709725713204376	26
Cebolleta	Spanish (Spain)	L2	0.7153243978243977	0.010094965716157556	52
Pedro P. Calvo Morcillo	España, español.	L1	0.6983783783783785	0.01617060652982966	37
Bil	English USA	L1	0.76	0.020354009783964292	7
Wapochen	Ecuador, español	L1	0.6125	0.029545163168726397	4
SevenDays	Spanish	L2	0.6434973166368515	0.0021537621204446903	1118
bacchebenevenies	Español (Argentina)	L2	0.7126785714285713	0.00740082073120014	56
magdala	Española (Madrileña)	L1	0.7297058823529412	0.009742544058245428	34
witchqueen	English (US)	L1	0.6722222222222222	0.0156044981690603	18
Cenzontle	English, U.S.	L1	0.6689070146818918	0.0027481821914378847	613
elmg	Spanish - Argentina	L1	0.7312500000000001	0.00912300206437918	16
balduino	Castellano	L2	0.6781250000000001	0.012819865768928051	16
aifustek032	Español (España)	L1	0.7243999999999999	0.009505787710652917	25
carzante	España - Castellano & Galego	L2	0.7072222222222222	0.018271831879491152	18
claramolin	Español - Argentina	L1	0.7175000000000001	0.016982133468526776	8
Neo1961	Castellano	L2	0.7364285714285715	0.010276781835670112	28
Milhaud	Spanish (Spain)	L1	0.678	0.04862098312457286	5
sunce	Español, España	L1	0.642	0.04152107898405338	5
alinapopi	Romanian	L2	0.735	0.020615528128088322	4
Soto	español - argentina	L2	0.7124999999999999	0.015316113519210197	16
trejosluna	CR - Español	L1	0.7341176470588235	0.014528340041445256	17
xqby	English (U.S.)	L1	0.6911818181818183	0.007282838051068784	110
Chez	English English	L1	0.668076923076923	0.006371140301042365	104
Magnalp	Español - México	L2	0.6470833333333333	0.01546833396949918	48
oriental	Spanish-R.O.Uruguay	L1	0.7457142857142857	0.007598859582809569	63
RADIRO	Spanish	L2	0.6958333333333334	0.02294454227484219	12
HaHa08	Spanish - Spain	L1	0.7018181818181817	0.011670741965462172	22
Bondstreet	English (UK)	L1	0.6317475728155341	0.008841549093698494	103
Glenfarclas	English (American)	L1	0.6900705687007055	0.003985569251644962	365
cuchuflete	EEUU-inglés	L2	0.722694560669456	0.0019940696042297537	1195
valdemar	Español mexicano	L2	0.6647540983606561	0.0062228552812975315	122
Sharifa345	US English, DR Spanish	L1	0.6355555555555557	0.027794439447442195	9
-CAIN-	Chile, Castellano (Spanish)	L1	0.708	0.010726258974076067	20
talshanir	Argentina Spanish	L2	0.6816666666666666	0.039867837218043864	6
ewie	English English	L1	0.7263251366120222	0.0026781060298507863	732
jc19	Español - México	L1	0.7676470588235297	0.012791581898813319	17
Elocutio	Spanish	L1	0.7014285714285714	0.020287055622991233	7
pdro	español	L1	0.7309999999999999	0.019000000000000006	10
Andurriante	Spanish	L1	0.724	0.01627540748764494	10
Honorato	Español (o Castellano)	L1	0.65	0.024720661623652208	10
estoy_lerniendo	English - U.S. (Midwest)	L1	0.6508571428571428	0.011576355419643988	35
SusanBryan	Spanish- Br. English	L1	0.7266666666666666	0.020275875100994083	3
Plangam	Castellano de México	L1	0.683	0.013908430696683374	10
cachomero	Spanish - Spain	L1	0.6899999999999998	0.01109400392450458	14
furie	Spain, Spanish	L2	0.6928571428571428	0.014093951035189274	7
owlman5	English-US	L1	0.6798059165683815	0.001400476809622524	2749
baufred	Deutsch	L2	0.715	0.025000000000000022	2
Fanaya	Castilian-leonese Spanish - Spain	L1	0.6733333333333333	0.014633571475938948	12
Alisterio	UK English	L1	0.695	0.01707825127659933	10
LucíaV	Spanish Spain	L2	0.7081818181818181	0.019012827335927313	11
Biffo	English - England	L1	0.6760621242484983	0.0026816294831503123	998
El Patillas	Svenska	L2	0.6749999999999999	0.03964425136973414	6
Qualityservant	English-USA	L1	0.6329411764705882	0.01733673221045489	17
VenusEnvy	English, United States	L1	0.6716666666666665	0.009505760207589028	18
cubaMania	USA/English	L1	0.6564393939393941	0.006074307176711437	132
mjscott	American English	L1	0.6854838709677418	0.006380243855346012	124
Aud Duck	English--United States	L1	0.6821052631578949	0.013584884689548025	19
Grayzee	English - south of England	L1	0.6716666666666667	0.02398968633611225	12
Iratxo	Spanish - Spain / Basque	L2	0.6775	0.053131127097650284	4
jacinta	USA English	L1	0.6665789473684212	0.008100333798765251	38
MrYeahbut	USA- English	L1	0.6916666666666665	0.019220937657784654	6
Kamin	Spanish (Spain)	L1	0.74	0.013038404810405309	5
KorsoCL	Spanish	L1	0.76	0.07	2
Yajaira	U.S. English	L1	0.6699999999999999	0.028577380332470405	4
sdgraham	USA English	L1	0.7265590551181111	0.0019244465808662713	1270
grubble	British English	L1	0.649916666666666	0.008847839022541841	120
WongFeiHung	USA English	L1	0.675	0.02217355782608344	4
Emeté	Spanish - Spain	L1	0.7150000000000001	0.06499999999999999	2
bibliolept	AE, Español	L2	0.6860285714285712	0.0038979824270935	350
ribran	English - American	L1	0.6972000000000002	0.00842755441806149	50
losilmer	Spanish	L2	0.6247916666666665	0.013526928695786724	48
Valvs	Russian	L2	0.6849230769230771	0.008136820032216911	65
FurryOne	United States, English	L1	0.6528846153846153	0.011857425197416732	52
liliput	U.K. English	L1	0.6834057971014492	0.0038683856817713106	276
sinagua980	USA - English	L1	0.6671428571428571	0.024369603013188534	7
JamesM	English, USA	L1	0.666391861784293	0.0014075698264676903	2956
se16teddy	English - England	L1	0.6624717407686512	0.0027819398161457857	1327
GenJen54	USA - English	L1	0.7139130434782607	0.0063961464039177145	115
panjandrum	English-Ireland (top end)	L1	0.657080423473212	0.0014716284393949022	3493
Andygc	British English	L1	0.6637347931873532	0.0016403740115272943	2466
JulianStuart	English (UK then US)	L1	0.6941446124763752	0.0014758852015097424	2116
natkretep	English (Singapore/UK), basic Chinese	L1	0.6744392523364493	0.0021140086550157353	1070
PaulQ	English - England	L1	0.630304780413388	0.0010918626433688587	7734
velisarius	British English (Sussex)	L1	0.6644985394352524	0.001949782043559466	2054
Linkway	British English	L1	0.6788516746411482	0.002832638327275687	627
Myridon	English - US	L1	0.6237499999999996	0.00329406006880169	848
Florentia52	English - United States	L1	0.6409892473118279	0.004388731138274782	465
e2efour	UK English	L1	0.6692208628461055	0.0018306857979604229	1553
DonnyB	English UK Southern Standard English	L1	0.7012514240145827	0.0029560634798971564	532
Egmont	English - U.S.	L1	0.6838195302843088	0.001414146845356943	2427
dojibear	English - Northeast US	L1	0.6472364063098593	0.0011784596818326116	4166
Truffula	English - USA	L1	0.675053078556264	0.002605230703048704	942
Packard	USA, English	L1	0.685355719977237	0.00165294343483533	1757
Edinburgher	German/English bilingual	L1	0.6669043428843848	0.0014714384815300067	2204
suzi br	English / England	L1	0.7118514150943387	0.002070987847360846	848
kentix	English - U.S.	L1	0.675445147329432	0.002156513365849662	1279
entangledbank	English - South-East England	L1	0.6625065905096695	0.0011587602092060431	4552
heypresto	English - England	L1	0.6522500000000002	0.006571122796883005	240
boozer	Bulgarian	L2	0.6914547243774295	0.001972078698050508	1242
Barque	Tamil	L2	0.6686762778505907	0.0026031266370745362	763
Uncle Jack	British English	L1	0.6769451697127961	0.0016922366913775491	1532
Miss Julie	English-U.S.	L1	0.6758823529411764	0.01923268555796684	17
GreenWhiteBlue	USA - English	L1	0.659136968656082	0.0014587499491012174	2329
VicNicSor	Russian	L2	0.6935583465625217	0.00182499474941261	2157
Harry Batt	USA English	L1	0.6949070631970258	0.0039368219141625825	269
MattiasNYC	Swedish	L2	0.6890434782608691	0.003165452662952443	345
Cagey	English - US	L1	0.6671438922330254	0.001053284867318054	4712
Delvo	American English	L1	0.7037681159420289	0.003970284082817326	230
JustKate	English - US	L1	0.6974706649282941	0.001435750618691672	1534
Trochfa	English - England	L1	0.7117677642980932	0.0024458540930840655	577
bennymix	English (American).	L1	0.7204913430042151	0.001573903811202931	2137
pob14	American English	L1	0.6973293768545993	0.003608220667671885	337
Parla	English - US	L1	0.6952564102564097	0.002199717313805612	1014
Copyright	American English	L1	0.6945231768526772	0.001352741596827392	3387
Wishfull	jp	L2	0.6431914893617026	0.005883838532470098	188
Hermione Golightly	British English	L1	0.7160856473737109	0.0011900012254866172	2989
rhitagawr	British English	L1	0.6712302070645556	0.0023723328932725224	821
Greyfriar	British English	L1	0.6728124999999999	0.016078401505114786	32
Dimcl	Canadian English	L1	0.6582817869415815	0.002500938451711542	873
Elwintee	England English	L1	0.6841702127659574	0.004747321851963238	235
Sparky Malarky	English - US	L1	0.6576096181046668	0.0029009242094773196	707
Beryl from Northallerton	British English	L1	0.69040989606207	0.0035856934673438074	621
Gwan	New Zealand, English	L1	0.7026582278481011	0.004144258524514284	237
timtfj	UK English	L1	0.6257575757575758	0.012968714562056753	33
Rover_KE	British English	L1	0.7143333333333335	0.021143643012658517	30
Askalon	English (US)	L1	0.6642000000000001	0.008595632493259798	50
a little edgy	English	L1	0.6840576496674051	0.002948414584860987	451
Aardvark01	British English (Midlands)	L1	0.6689577464788732	0.004548627973515892	355
MissFit	English, U.S.	L1	0.6766666666666667	0.012934511482912194	21
nzfauna	New Zealand, English	L1	0.6642187500000003	0.010058866142385854	64
srk	English - US	L1	0.6453333333333328	0.004383954824118401	330
morior_invictus	Slovak	L2	0.6696800000000003	0.007953847516930445	125
morzh	Russian	L2	0.7029919888540577	0.006674098848768275	116
MirandaEscobedo	British English	L1	0.6953658536585363	0.007144558707105562	82
EStjarn	Spanish	L2	0.683734290843806	0.0022304802761196124	1114
manfy	German - Austria	L2	0.7150210084033611	0.002997197415611238	476
envie de voyager	english-canadian	L1	0.588888888888889	0.01256059155789183	54
MateuszMoś	Polish	L2	0.6983333333333336	0.012891220845180922	24
Majorbloodnock	British English	L1	0.7039766081871349	0.005617971759312523	171
Fabulist	American English	L1	0.6691604010025082	0.0017586784318070526	1596
maxiogee	imithe	L2	0.6789655172413793	0.011299930282543589	58
tepatria	Canadian English	L1	0.6646341463414633	0.011603708201321497	41
exgerman	English but my first language was German	L1	0.644235294117647	0.008294942049340148	85
Matching Mole	England, English	L1	0.6806866666666682	0.0015662939483495949	1500
anthox	English - Northeast US	L1	0.6807692307692306	0.009049245836788946	52
Smauler	British English	L1	0.6561904761904762	0.02764981865501705	21
quillerbee	Canadian English	L1	0.6754166666666664	0.00980283616749326	48
tomandjerryfan	English (Canada)	L1	0.6364705882352941	0.028555173329458755	17
cycloneviv	English - Australia	L1	0.6796868008948542	0.003651206325582328	447
xiaolijie	English (UK)	L1	0.6345454545454545	0.024803358876778113	11
Language Hound	American English	L1	0.6763181818181818	0.005357144582275061	220
nichec	Chinese(Taiwan)/English(AE)	L1	0.6810588235294117	0.007358418128271159	85
Rhye	English - American	L1	0.675394736842105	0.0068631760574509445	76
RedwoodGrove	English, USA	L1	0.6904431599229287	0.0036109386766118834	519
soccergal	English - US	L1	0.6911764705882352	0.017444920736866966	17
foxfirebrand	Southern AE greatly modified by a 1st-generation Scottish-American mother, and growing up abroad.	L2	0.7417887931034485	0.0024933957059108058	464
kalamazoo	US, English	L1	0.6584374999999999	0.004438397451364005	256
MilkyBarKid	British English	L1	0.6617027027027022	0.004057222083058232	370
te gato	Alberta--TGE (te gato English)	L1	0.6863157894736841	0.012120509087309383	19
Dmitry_86	Russian	L2	0.7195591647331785	0.0029003636726175	431
TriglavNationalPark	Slovenian (a.k.a. Slovene)	L2	0.7311111111111109	0.008888888888888889	27
Cypherpunk	US, English	L1	0.6984879725085908	0.0034631688419110643	291
L'Homme Inconnu	English English	L1	0.7244444444444444	0.01590869007030705	9
Juhasz	English - United States	L1	0.6901809954751127	0.0034839796676371763	442
AngelEyes	English - United States	L1	0.7231514324693041	0.002275085010889682	733
coiffe	American English	L1	0.6834146341463411	0.004356236853534572	205
Dale Texas	English USA	L1	0.7131491002570695	0.0022459795668625534	778
JuanEscritor	English - AmE	L1	0.6787234042553192	0.013665141041133113	47
Thomas Veil	English - USA	L1	0.6236231884057971	0.011613209059458333	69
Imber Ranae	English - USA	L1	0.6897674418604652	0.010687799380731805	43
KenInPDX	US English	L1	0.681969696969697	0.009902131100168673	66
Blues Piano Man	USA English	L1	0.6624444444444443	0.006754683234303666	90
Sabelotodo	English, United States	L1	0.6709090909090909	0.027878129109476263	11
Copperknickers	Scotland - Scots and English	L1	0.7094444444444444	0.0033602346742225586	306
SoLaTiDoberman	Japanese	L2	0.6746153846153846	0.008991230988490315	78
johnp	USA English	L1	0.6333333333333334	0.02168414213664032	12
Esca	USA - English	L1	0.6339000000000001	0.007593052379935518	100
><FISH'>	British English	L1	0.7292857142857142	0.01635674696003456	14
Damoncito	English - American	L1	0.592	0.026153393661244036	5
clairanne	english UK	L1	0.7106666666666666	0.016372644626433813	15
gramman	American English	L1	0.7451692307692306	0.003270222630388454	325
goldenband	English - American	L1	0.7021559633027521	0.005317641931882679	218
languageGuy	USA and English	L1	0.6537499999999999	0.04217046613787562	8
JJohnson	Texan English	L1	0.6526086956521737	0.01713948116906698	23
MuttQuad	English - AmE	L1	0.7216417910447759	0.007532822840233976	67
sandpiperlily	English -- USA	L1	0.6651408450704225	0.006310590562408448	142
dreamlike	Polish	L2	0.7149789029535863	0.0034255417438576003	237
Pbai	American English	L1	0.596	0.03234192325759244	5
dharasty	American English	L1	0.6578301886792454	0.007449144402326012	106
winklepicker	English (UK)	L1	0.7143589743589743	0.012987042601988593	39
El escoces	English - UK	L1	0.6988397790055252	0.004409433611663161	181
Mahantongo	English (U.S.)	L1	0.6656474820143885	0.0040444531642460065	278
Liam Lew's	German	L2	0.6393478260869564	0.010805268771683255	46
Merrit	English	L1	0.6855223880597013	0.006973762231415295	67
Eigenfunction	England - English	L1	0.7044999999999998	0.012325447929656215	40
jpyvr	English - Canadian	L1	0.6778048780487804	0.008754874566400634	41
Trisia	Romanian	L2	0.7240476190476193	0.004410212892621903	210
Driven	USA/English	L1	0.613	0.008927142742838855	50
Kevin Beach	British English	L1	0.7064130434782612	0.004772791442461394	184
Monkey F B I	English - USA	L1	0.6758333333333333	0.015935975464641688	24
katie_here	England/English	L1	0.6750980392156865	0.007001047011082863	102
Æsop	English--American (upstate NY)	L1	0.6748341232227486	0.004593788537115875	211
Hau Ruck	English - U.S.	L1	0.6796888888888881	0.004302726669232368	225
ajo fresco	English / USA	L1	0.67	0.02886751345948128	7
Tunalagatta	English - England	L1	0.7103125000000001	0.011327994646079814	32
Winstanley808	English - U.S.	L1	0.6704716981132078	0.004677168117132383	212
Orange Blossom	U.S.A. English	L1	0.6342391304347825	0.008170182370827435	92
Ann O'Rack	UK English	L1	0.6973493975903609	0.008240943233756568	83
ohmyrichard	Chinese	L2	0.6959748427672955	0.0051256945850629435	159
Silver_Biscuit	English - UK	L1	0.6897727272727269	0.00511805725206539	176
Pertinax	BrE->AuE	L2	0.6737101449275359	0.004335184407817883	345
Istarion	British English	L1	0.687222222222222	0.006627276473230059	90
Lexiphile	England English	L1	0.7081451612903223	0.004060055031118777	248
scrotgrot	English - English	L1	0.6938775510204083	0.006211153465619257	98
Dretagoto	Inglés británico	L2	0.6757983193277313	0.0055008328904380295	119
icecreamsoldier	New Zealand English	L1	0.6761904761904761	0.011805392481069826	42
Waylink	English (British)	L1	0.6704845814977973	0.005100538260503933	227
MichaelW	English (British)	L1	0.6463888888888891	0.010572992351990822	72
vachecow	USA English	L1	0.7433333333333333	0.029059326290271185	3
Nick	USA, English	L1	0.6407142857142859	0.019930215773667114	14
BellaDancer	English -- USA	L1	0.6346875000000001	0.010766813323970363	32
b3n5p34km4n	American English	L1	0.6912499999999999	0.01059607407081913	8
kitenok	English - US	L1	0.6806250000000007	0.00484529032191102	208
DocPenfro	English - British	L1	0.6809278126088472	0.00558432064046128	232
Whizbang	English - American	L1	0.6833333333333333	0.014830476052474513	27
Au101	England, English (UK)	L1	0.6725641025641027	0.012082252678474233	39
jinti	USA - English	L1	0.6709090909090909	0.016484402846026376	11
ms.creant	english (canadian)	L1	0.6726666666666665	0.011524990100880641	15
manon33	English - England (Yorkshire)	L1	0.7111627906976744	0.008511664215742322	43
Archstudent	English - North London	L1	0.6770833333333331	0.012120756640816353	24
spb	English	L1	0.7125	0.01931105037709411	4
Starfrown	English - US	L1	0.6867868074686255	0.005908560825735301	132
snargleplax	English - Northwestern United States	L1	0.7056666666666668	0.008521712602956186	60
miba54	English - British	L1	0.641	0.01669663971515759	10
Wertis	Russian	L2	0.7271428571428572	0.009565385441238413	21
TacoNight	English - USA	L1	0.665	0.01658312395177699	4
MJRupeJM	English- U.S.	L1	0.6363636363636364	0.03742319959288082	11
Warsaw Will	English - UK	L1	0.6925806451612904	0.0086133696449446	62
Thelb4	UK English	L1	0.6557142857142857	0.019863479632965916	21
chajadan	English / U.S.A.	L1	0.6961904761904761	0.013495611111556836	21
Unknoewn13	English - American	L1	0.6172500000000001	0.011913079969469451	40
teksch	English - American	L1	0.6239999999999999	0.009510591241121321	70
sukepeth	English -American	L1	0.7166666666666667	0.01287076398884564	12
Old Novice	USA, English	L1	0.6721428571428574	0.01036831180302496	28
g_man_50	USA English	L1	0.6633333333333333	0.01598610507770907	9
Prairiefire	US (Midwest) - English	L1	0.6804672897196264	0.007178583493233137	107
Languagethinkerlover	English-British and U.S.	L1	0.6736585365853658	0.008742635211094267	41
compaqdrew	English - AE	L1	0.6780826786382342	0.010912684862697497	54
Nodey	English United States	L1	0.7466666666666667	0.003333333333333336	3
pepperfire	Canada - English & French	L1	0.665	0.01028577179648058	24
watercanyon	USA/English	L1	0.6481818181818181	0.011834196608405286	33
Var18	English - America	L1	0.68	0.038683699040145715	8
Alby84	American English	L1	0.7110526315789475	0.013686125262693841	38
Tracer	American English	L1	0.6871739130434784	0.00821018010404734	46
Dexta	English (British and Australian)	L1	0.6801694915254235	0.009210479653234639	59
AlabamaBoy	American English	L1	0.6824324324324327	0.011279984435258345	37
tm2111327	English - United States	L1	0.5925	0.057209410647782996	4
frostypotter	English	L1	0.6600000000000001	0.018126539343499316	14
Niblib	English - Australia	L1	0.6654545454545455	0.023212991517824914	11
simon123	English - UK (Scottish influence)	L1	0.6982142857142859	0.009759726818599797	28
sokol	Austrian (as opposed to Australian)	L2	0.6987931034482756	0.0060601820754888226	58
GretchenPlay	New Zealand, NZE	L2	0.6700000000000002	0.029476921292578853	10
kyrintethron	English - America	L1	0.67	0.009604420750840918	50
Novanas	English AE/Ireland	L1	0.6592105263157895	0.011348492226301979	38
Azazello14	English - U.S.A.	L1	0.692	0.02337139752394414	10
Janey UK	Native speaker of British English	L1	0.6766666666666667	0.015303203396283866	27
BoTrojan	USA, English	L1	0.7280000000000001	0.009582071381179698	30
Eddie	USA - English	L1	0.5757142857142857	0.03933114256553201	7
RolandLavengro	British English	L1	0.7275	0.010625592962581037	32
Ralf	German	L2	0.742	0.024372115213907884	5
L. T. Gray	American English	L1	0.67875	0.023102063915218858	8
lensuniverse	English - US	L1	0.7266666666666667	0.01406334873981932	6
catgrin	English	L1	0.6748484848484847	0.01186350090870463	33
Jim2996	American English	L1	0.6792682926829271	0.0076583562983553325	82
michael321	English - UK	L1	0.6	0.06658328118479392	3
myrmidon	English - US	L1	0.63125	0.022235549079281644	8
siloxr	English (USA-Southeast)	L1	0.7000000000000001	0.014433756729740645	24
Dombrefiel	English	L1	0.6466666666666666	0.0284800124843918	3
Schmoopy	English -England	L1	0.64	0.04358898943540674	3
Milktoast50	English, East Coast Suþerbia	L1	0.7125	0.02096624270901521	12
SurveyTranslator	English	L1	0.7130000000000001	0.01265350193073487	10
Marcos-PS	Portuguese - Brazil	L2	0.6770588235294117	0.013651698762514614	34
