message_id	ttr	speaker	lang	ltype
post15219399	0.78	Feainn	Italian & Venetian	L1
post15219881	0.73	Feainn	Italian & Venetian	L1
post15220605	0.65	dragonseven	italiano	L1
post15225053	0.64	dragonseven	italiano	L1
post15235793	0.81	bearded	Italian	L1
post15240607	0.7	bearded	Italian	L1
post15240721	0.82	bearded	Italian	L1
post15245734	0.83	bearded	Italian	L1
post15246171	0.67	dragonseven	italiano	L1
post1319860	0.78	cla07	Italy - Italian	L1
post3973812	0.7	la italianilla	Italia	L1
post7890888	0.77	Lontana	Italian	L1
post15222341	0.7	dragonseven	italiano	L1
post15203815	0.81	bearded	Italian	L1
post15203860	0.78	Necsus	Italian (Italy)	L1
post15203958	0.8	bearded	Italian	L1
post15205560	0.7	Necsus	Italian (Italy)	L1
post15206354	0.77	bearded	Italian	L1
post15206493	0.75	Necsus	Italian (Italy)	L1
post15213731	0.82	zipp404	Bilingual English|Español	L2
post15198953	0.72	lorenzos	italiano	L1
post15199094	0.59	Necsus	Italian (Italy)	L1
post15218030	0.71	dragonseven	italiano	L1
post14015549	0.75	bubu7	Italiano	L1
post15204310	0.76	deserto	chinese	L2
post15203444	0.7	Necsus	Italian (Italy)	L1
post15202191	0.73	dragonseven	italiano	L1
post15203715	0.72	ohbice	italiano	L1
post15197839	0.77	Necsus	Italian (Italy)	L1
post15201369	0.8	lorenzos	italiano	L1
post15199053	0.61	bearded	Italian	L1
post15200925	0.65	bearded	Italian	L1
post15201206	0.72	Necsus	Italian (Italy)	L1
post14234869	0.71	giginho	Italiano & Piemontese	L1
post15185075	0.74	dejudicibus	Italian (Italy)	L1
post15189611	0.55	Backstreets	Italian	L1
post15191279	0.78	dragonseven	italiano	L1
post15193901	0.73	dragonseven	italiano	L1
post1732954	0.75	Necsus	Italian (Italy)	L1
post1735855	0.78	Necsus	Italian (Italy)	L1
post8475180	0.77	Necsus	Italian (Italy)	L1
post15164073	0.8	Sempervirens	italiano	L1
post15191737	0.74	alicip	Italiano ITA-Romeno ROU-Inglese AmE	L1
post15185443	0.81	Backstreets	Italian	L1
post15186202	0.59	Paulfromitaly	Italian	L1
post15169511	0.82	giginho	Italiano & Piemontese	L1
post15169538	0.78	giginho	Italiano & Piemontese	L1
post15171043	0.68	Paulfromitaly	Italian	L1
post15171131	0.79	francisgranada	Hungarian	L2
post15171524	0.65	Sempervirens	italiano	L1
post15171600	0.72	dragonseven	italiano	L1
post15166056	0.81	frugnaglio	Italian	L1
post15166416	0.78	Sempervirens	italiano	L1
post15169763	0.71	dragonseven	italiano	L1
post15152861	0.79	dragonseven	italiano	L1
post15154069	0.82	dragonseven	italiano	L1
post15155186	0.76	dragonseven	italiano	L1
post15155823	0.78	francisgranada	Hungarian	L2
post15164389	0.84	dragonseven	italiano	L1
post15164738	0.85	dragonseven	italiano	L1
post15165203	0.88	francisgranada	Hungarian	L2
post15166711	0.78	dragonseven	italiano	L1
post15156482	0.73	flasa	Italiano	L1
post15156625	0.67	flasa	Italiano	L1
post15158101	0.77	flasa	Italiano	L1
post15158150	0.71	bearded	Italian	L1
post15158157	0.47	Nino83	Italian	L1
post15111459	0.71	dragonseven	italiano	L1
post15112780	0.79	Frankisk	Italiano	L1
post15141109	0.86	dragonseven	italiano	L1
post15141886	0.84	Frankisk	Italiano	L1
post15152629	0.82	dragonseven	italiano	L1
post15150146	0.75	zipp404	Bilingual English|Español	L2
post2006578	0.73	Nicholas the Italian	Italian	L1
post3938596	0.71	Stiannu	Italy, Italian	L1
post3946353	0.73	Nokta Ombro	Italy - Lombardia; Italiano	L1
post5115656	0.85	rainbowizard	Italian - Italy	L1
post5116539	0.78	federicoft	Italian	L1
post10067994	0.83	francisgranada	Hungarian	L2
post11296406	0.77	maria nicola	Italian	L1
post11303686	0.72	Cosimo Piovasco	Italiano, Italia	L1
post11305389	0.83	francisgranada	Hungarian	L2
post11324198	0.74	zone noire	Français	L2
post15150734	0.77	Psychodelica	Russian	L2
post15147235	0.71	Sempervirens	italiano	L1
post15148197	0.71	Sempervirens	italiano	L1
post15150338	0.68	zipp404	Bilingual English|Español	L2
post15150347	0.69	bearded	Italian	L1
post15150955	0.69	Sempervirens	italiano	L1
post15144964	0.82	zipp404	Bilingual English|Español	L2
post15145116	0.81	Sempervirens	italiano	L1
post15145614	0.81	bearded	Italian	L1
post15145956	0.73	Sempervirens	italiano	L1
post15146031	0.79	bearded	Italian	L1
post15146043	0.78	Paulfromitaly	Italian	L1
post15147257	0.82	Sempervirens	italiano	L1
post15138907	0.75	bearded	Italian	L1
post15139359	0.77	Necsus	Italian (Italy)	L1
post15141353	0.8	bearded	Italian	L1
post15142388	0.61	Necsus	Italian (Italy)	L1
post15142416	0.76	francisgranada	Hungarian	L2
post15143736	0.83	bearded	Italian	L1
post15126940	0.76	bearded	Italian	L1
post15127927	0.83	Sempervirens	italiano	L1
post15128315	0.65	bearded	Italian	L1
post15129965	0.73	francisgranada	Hungarian	L2
post15130259	0.73	frugnaglio	Italian	L1
post15132585	0.72	francisgranada	Hungarian	L2
post15133376	0.73	Sempervirens	italiano	L1
post15133538	0.82	bearded	Italian	L1
post15134321	0.61	Nino83	Italian	L1
post15134347	0.77	Sempervirens	italiano	L1
post15134449	0.75	bearded	Italian	L1
post15135090	0.77	francisgranada	Hungarian	L2
post15141039	0.84	dragonseven	italiano	L1
post15140938	0.81	dragonseven	italiano	L1
post15136908	0.7	Magixo	Croatian	L2
post15134037	0.84	Odysseus54	Italian - Marche	L1
post15134108	0.75	giginho	Italiano & Piemontese	L1
post15134181	0.81	giginho	Italiano & Piemontese	L1
post15121821	0.74	lorenzos	italiano	L1
post15122105	0.77	Nino83	Italian	L1
post15124094	0.51	Pat (√2)	Italiano	L1
post15124343	0.66	lorenzos	italiano	L1
post15124948	0.69	Pat (√2)	Italiano	L1
post15126500	0.73	lorenzos	italiano	L1
post15121120	0.82	flasa	Italiano	L1
post15121589	0.88	bearded	Italian	L1
post15122155	0.75	flasa	Italiano	L1
post15122379	0.83	flasa	Italiano	L1
post15122515	0.55	francisgranada	Hungarian	L2
post15123797	0.79	flasa	Italiano	L1
post15129810	0.83	francisgranada	Hungarian	L2
post15131655	0.81	flasa	Italiano	L1
post15131807	0.77	Sempervirens	italiano	L1
post15127732	0.78	Necsus	Italian (Italy)	L1
post15131188	0.77	Sempervirens	italiano	L1
post15126399	0.69	lorenzos	italiano	L1
post15126775	0.84	Necsus	Italian (Italy)	L1
post15128464	0.75	lorenzos	italiano	L1
post15128577	0.78	Necsus	Italian (Italy)	L1
post15128829	0.84	Sempervirens	italiano	L1
post15082050	0.76	Nino83	Italian	L1
post15083485	0.81	Nino83	Italian	L1
post15096489	0.76	Nino83	Italian	L1
post15098444	0.72	Nino83	Italian	L1
post15118883	0.73	Alberto's	Italian	L1
post15119591	0.75	Nino83	Italian	L1
post14529096	0.8	chipulukusu	Italian	L1
post14529216	0.71	Sempervirens	italiano	L1
post15117670	0.73	Bella63	British-English	L2
post15110277	0.64	hitomi_85	italiano	L1
post15002415	0.71	Necsus	Italian (Italy)	L1
post15002705	0.74	bearded	Italian	L1
post15094107	0.67	turtle87crociato	Italiano	L1
post15095109	0.56	bearded	Italian	L1
post15095726	0.77	Sempervirens	italiano	L1
post15114636	0.75	bearded	Italian	L1
post15112560	0.82	Sempervirens	italiano	L1
post15077187	0.75	Bob U. Bikwitus	USA English	L2
post15079158	0.79	Feainn	Italian & Venetian	L1
post15080674	0.86	Nino83	Italian	L1
post15080938	0.79	Feainn	Italian & Venetian	L1
post15101803	0.51	Davide'80	Italiano	L1
post15102190	0.71	Moradin	Italian/English(CAN)- bilingual	L1
post15102658	0.7	bearded	Italian	L1
post15102720	0.76	Davide'80	Italiano	L1
post15102737	0.76	francisgranada	Hungarian	L2
post15104342	0.74	bearded	Italian	L1
post15106760	0.69	Davide'80	Italiano	L1
post15016343	0.8	passola92	italian-italia	L1
post15020115	0.8	francisgranada	Hungarian	L2
post15021216	0.79	Anja.Ann	Italian	L1
post15023434	0.85	dragonseven	italiano	L1
post15023983	0.83	Anja.Ann	Italian	L1
post15025114	0.83	dragonseven	italiano	L1
post15025147	0.72	francisgranada	Hungarian	L2
post15032006	0.71	mugnozzo	Italian - Italy	L1
post15035613	0.74	Sempervirens	italiano	L1
post15046938	0.84	dragonseven	italiano	L1
post15105052	0.84	dragonseven	italiano	L1
post8106603	0.73	entrapta	Italian	L1
post8474852	0.78	Gommik	Italiano- Italia	L1
post15095708	0.85	Gommik	Italiano- Italia	L1
post2049519	0.75	Verboso	Italiano Italia	L1
post15098755	0.72	bleuboia	English(New Jersey/New York regional)	L2
post15098231	0.74	bearded	Italian	L1
post15098327	0.66	lorenzos	italiano	L1
post15088126	0.68	bearded	Italian	L1
post15090071	0.72	lorenzos	italiano	L1
post15090165	0.64	bearded	Italian	L1
post15090856	0.85	francisgranada	Hungarian	L2
post15091806	0.73	bearded	Italian	L1
post15077880	0.77	Feainn	Italian & Venetian	L1
post15079015	0.65	bearded	Italian	L1
post15080923	0.91	Sempervirens	italiano	L1
post15087879	0.84	francisgranada	Hungarian	L2
post15080586	0.5	Nino83	Italian	L1
post15071363	0.76	Lorena1970	Italy, Italiano	L1
post15069691	0.78	pizzi	Italian, Italy	L1
post15075093	0.86	Necsus	Italian (Italy)	L1
post15006736	0.77	Necsus	Italian (Italy)	L1
post15072222	0.72	mon.d	Italian	L1
post15007157	0.68	turtle87crociato	Italiano	L1
post15010901	0.75	Kotis	Russo	L2
post15056396	0.86	dragonseven	italiano	L1
post15059832	0.85	ohbice	italiano	L1
post15061767	0.8	dragonseven	italiano	L1
post15055757	0.8	Sempervirens	italiano	L1
post15055976	0.79	Sempervirens	italiano	L1
post15057084	0.76	ohbice	italiano	L1
post15032002	0.8	Sempervirens	italiano	L1
post15034024	0.74	tritri21	italiano	L1
post15034404	0.62	Nino83	Italian	L1
post15049369	0.76	Necsus	Italian (Italy)	L1
post15049740	0.73	Nino83	Italian	L1
post15050013	0.76	Sempervirens	italiano	L1
post15050388	0.79	Necsus	Italian (Italy)	L1
post15053114	0.8	Sempervirens	italiano	L1
post1005263	0.69	Necsus	Italian (Italy)	L1
post4403593	0.61	Amada	Italy Italian	L1
post15049654	0.64	Nicolai	Danish	L2
post15047808	0.69	Ali0	Russian	L2
post15047890	0.58	Nino83	Italian	L1
post15043875	0.82	Sempervirens	italiano	L1
post15032094	0.83	mugnozzo	Italian - Italy	L1
post15016924	0.72	Feainn	Italian & Venetian	L1
post12164439	0.82	Audrey_24th	Italiano	L1
post12164908	0.77	violadaprile	italian	L1
post12167905	0.73	violadaprile	italian	L1
post12183558	0.74	Anja.Ann	Italian	L1
post12188599	0.75	Fairy Krystal	Italian	L1
post14943590	0.68	Curlen	Italiano	L1
post14945022	0.69	Sempervirens	italiano	L1
post14945958	0.73	Curlen	Italiano	L1
post14949904	0.73	Curlen	Italiano	L1
post14949925	0.72	francisgranada	Hungarian	L2
post15001264	0.71	Curlen	Italiano	L1
post15001835	0.75	Necsus	Italian (Italy)	L1
post15005874	0.76	Curlen	Italiano	L1
post15006105	0.79	Necsus	Italian (Italy)	L1
post2667084	0.82	DDT	Italy - Italian	L1
post2667769	0.76	IlPetaloCremisi	Italia	L1
post2676050	0.77	Necsus	Italian (Italy)	L1
post2678720	0.71	MünchnerFax	Italian, Italy	L1
post2678773	0.85	Necsus	Italian (Italy)	L1
post9395219	0.77	Necsus	Italian (Italy)	L1
post11889104	0.67	Maioneselover	Italiano - Italia	L1
post15003369	0.8	francisgranada	Hungarian	L2
post15004914	0.78	Sempervirens	italiano	L1
post8560563	0.68	lf9	Italian	L1
post8562395	0.67	ursu-lab	italian, catalan & spanish	L1
post15004342	0.61	Alyona1985	Russo	L2
post14999771	0.77	Necsus	Italian (Italy)	L1
post15000132	0.78	bearded	Italian	L1
post14998959	0.73	JurekGx	Polish	L2
post14995624	0.84	Necsus	Italian (Italy)	L1
post14997135	0.81	Sempervirens	italiano	L1
post14997733	0.62	johngiovanni	English	L2
post14997910	0.77	Sempervirens	italiano	L1
post14997970	0.69	bearded	Italian	L1
post14990152	0.82	Feainn	Italian & Venetian	L1
post14990249	0.77	Necsus	Italian (Italy)	L1
post14994019	0.93	Necsus	Italian (Italy)	L1
post14994256	0.72	Necsus	Italian (Italy)	L1
post14996939	0.71	Feainn	Italian & Venetian	L1
post14997203	0.75	Necsus	Italian (Italy)	L1
post14979084	0.78	Sempervirens	italiano	L1
post14981195	0.77	brigittaepaperone	Italiano	L1
post14988980	0.78	lettore	russo	L2
post14989895	0.72	lettore	russo	L2
post14991486	0.75	lettore	russo	L2
post14991598	0.76	lettore	russo	L2
post14992728	0.69	lettore	russo	L2
post14993090	0.85	dragonseven	italiano	L1
post14994465	0.84	dragonseven	italiano	L1
post14953175	0.84	Sempervirens	italiano	L1
post14956506	0.77	dragonseven	italiano	L1
post14989969	0.82	lettore	russo	L2
post14991557	0.71	lettore	russo	L2
post14879249	0.71	ohbice	italiano	L1
post14987651	0.74	ohbice	italiano	L1
post14988703	0.78	lettore	russo	L2
post14983936	0.8	lettore	russo	L2
post14984499	0.78	Sempervirens	italiano	L1
post14985362	0.74	lettore	russo	L2
post14978977	0.62	francisgranada	Hungarian	L2
post14975185	0.74	Necsus	Italian (Italy)	L1
post14975449	0.68	wster	American and Canadian English	L2
post14852695	0.74	Sempervirens	italiano	L1
post14858766	0.79	francisgranada	Hungarian	L2
post14936972	0.75	mashcarafore	Italian - Italy	L1
post14974386	0.77	Sempervirens	italiano	L1
post14958042	0.81	JMKNYC	English	L2
post14962790	0.77	francisgranada	Hungarian	L2
post14969476	0.77	bearded	Italian	L1
post14969774	0.71	Warder	Czech	L2
post14939379	0.76	Sempervirens	italiano	L1
post14939994	0.7	Sempervirens	italiano	L1
post14966664	0.82	Necsus	Italian (Italy)	L1
post2609780	0.81	walnut	Italy - Italian	L1
post2611202	0.83	_forumuser_	Italian	L1
post2611379	0.83	rocamadour	Italian	L1
post2611596	0.82	SunDraw	Veneto (Italia)	L1
post2614351	0.81	_forumuser_	Italian	L1
post2615812	0.85	bubu7	Italiano	L1
post2616630	0.76	SunDraw	Veneto (Italia)	L1
post14961149	0.65	Alyona1985	Russo	L2
post14913455	0.79	Sempervirens	italiano	L1
post14913537	0.76	Sempervirens	italiano	L1
post14914868	0.83	francisgranada	Hungarian	L2
post14915385	0.74	Sempervirens	italiano	L1
post14854444	0.75	jchap27	English - USA	L2
post14854552	0.76	Sempervirens	italiano	L1
post14938951	0.58	ohbice	italiano	L1
post10820875	0.68	Giorgio Spizzi	Italian	L1
post12758570	0.44	giginho	Italiano & Piemontese	L1
post14941142	0.76	Sempervirens	italiano	L1
post11718963	0.71	luway	Italian	L1
post14918669	0.66	bearded	Italian	L1
post6330483	0.7	brian	AmE (New Orleans)	L2
post14912224	0.81	Curlen	Italiano	L1
post14912685	0.75	dragonseven	italiano	L1
post14911582	0.71	passola92	italian-italia	L1
post14922043	0.79	Sempervirens	italiano	L1
post14917355	0.74	chopin7	Albanian	L2
post13141286	0.78	Connie Eyeland	Italiano	L1
post13142124	0.78	ohbice	italiano	L1
post13142233	0.76	VogaVenessian	Italiano	L1
post14916035	0.76	Necsus	Italian (Italy)	L1
post14892794	0.72	dragonseven	italiano	L1
post14904341	0.62	Sempervirens	italiano	L1
post14909010	0.81	bearded	Italian	L1
post14909102	0.82	Nino83	Italian	L1
post14903115	0.72	bearded	Italian	L1
post14903168	0.53	Necsus	Italian (Italy)	L1
post14903342	0.8	Necsus	Italian (Italy)	L1
post14871175	0.76	Sempervirens	italiano	L1
post14874126	0.72	bearded	Italian	L1
post14874338	0.8	Sempervirens	italiano	L1
post14875615	0.81	francisgranada	Hungarian	L2
post14876466	0.76	bearded	Italian	L1
post14876521	0.8	Paulfromitaly	Italian	L1
post14876664	0.7	Sempervirens	italiano	L1
post14877834	0.76	lorenzos	italiano	L1
post14879912	0.78	dragonseven	italiano	L1
post14880334	0.79	Sempervirens	italiano	L1
post14881440	0.78	lorenzos	italiano	L1
post14900047	0.62	dragonseven	italiano	L1
post14901745	0.64	francisgranada	Hungarian	L2
post14885784	0.82	elemika	Russian	L2
post14842935	0.82	violapais	italian	L1
post14843310	0.7	dragonseven	italiano	L1
post14843470	0.81	dragonseven	italiano	L1
post14843729	0.64	stella_maris_74	Italian - Italy	L1
post14844029	0.86	dragonseven	italiano	L1
post14844095	0.75	stella_maris_74	Italian - Italy	L1
post14852124	0.81	Draik91	Italian	L1
post14854517	0.75	dragonseven	italiano	L1
post14854541	0.84	stella_maris_74	Italian - Italy	L1
post14854566	0.86	Draik91	Italian	L1
post14871443	0.83	dragonseven	italiano	L1
post14871684	0.74	Anja.Ann	Italian	L1
post14880193	0.8	dragonseven	italiano	L1
post14880683	0.75	stella_maris_74	Italian - Italy	L1
post14874788	0.83	violapais	italian	L1
post14880209	0.85	dragonseven	italiano	L1
post14876595	0.8	bearded	Italian	L1
post14872796	0.55	argentinodebsas	Castellano rioplatense	L2
post14873301	0.69	lorenzos	italiano	L1
post14874559	0.84	Sempervirens	italiano	L1
post14868509	0.62	Uticens678	Italiano	L1
post14870137	0.79	Uticens678	Italiano	L1
post14852564	0.78	zipp404	Bilingual English|Español	L2
post14854072	0.73	zipp404	Bilingual English|Español	L2
post14854179	0.84	Sempervirens	italiano	L1
post14854445	0.81	zipp404	Bilingual English|Español	L2
post14854481	0.74	stella_maris_74	Italian - Italy	L1
post14855307	0.79	stella_maris_74	Italian - Italy	L1
post14855797	0.77	stella_maris_74	Italian - Italy	L1
post14871565	0.75	dragonseven	italiano	L1
post13870499	0.77	wordrefessa	Croatian	L2
post14854998	0.71	Kotis	Russo	L2
post14843225	0.68	dragonseven	italiano	L1
post14854350	0.77	dragonseven	italiano	L1
post14851993	0.68	Nino83	Italian	L1
post14851055	0.62	satyaputra	Italian	L1
post14850914	0.67	francisgranada	Hungarian	L2
post14837639	0.81	giginho	Italiano & Piemontese	L1
post14837654	0.83	ohbice	italiano	L1
post14775744	0.7	ohbice	italiano	L1
post14844554	0.88	Necsus	Italian (Italy)	L1
post14848960	0.78	Sempervirens	italiano	L1
post12130332	0.56	Giorgio Spizzi	Italian	L1
post12130492	0.82	violadaprile	italian	L1
post14848340	0.8	satyaputra	Italian	L1
post14791113	0.82	Sempervirens	italiano	L1
post14791128	0.8	keramus	Persian	L2
post5721567	0.67	Atars	Italiano	L1
post5739534	0.87	dewill	italiano, français, s.duetsch	L1
post7207260	0.75	django62	italy	L1
post14830750	0.69	L'aura che tu respiri	English - USA	L2
post14830846	0.71	Nino83	Italian	L1
post14830864	0.87	Sempervirens	italiano	L1
post14822627	0.79	ohbice	italiano	L1
post14822718	0.76	bearded	Italian	L1
post14834986	0.72	francisgranada	Hungarian	L2
post14835126	0.63	Anja.Ann	Italian	L1
post14835301	0.72	francisgranada	Hungarian	L2
post14836757	0.79	Necsus	Italian (Italy)	L1
post14765791	0.77	stella_maris_74	Italian - Italy	L1
post14765905	0.68	Nino83	Italian	L1
post14839813	0.81	Anja.Ann	Italian	L1
post14840193	0.82	Anja.Ann	Italian	L1
post14840268	0.72	francisgranada	Hungarian	L2
post14839734	0.85	Passante	italian	L1
post14835107	0.78	dejudicibus	Italian (Italy)	L1
post14822845	0.79	violapais	italian	L1
post14822901	0.78	giginho	Italiano & Piemontese	L1
post14823107	0.86	Nino83	Italian	L1
post14825439	0.8	bearded	Italian	L1
post14825956	0.83	Sempervirens	italiano	L1
post14828141	0.77	bearded	Italian	L1
post14828206	0.76	giginho	Italiano & Piemontese	L1
post14828306	0.78	Sempervirens	italiano	L1
post14828310	0.68	bearded	Italian	L1
post14828637	0.71	Odysseus54	Italian - Marche	L1
post14828943	0.79	Sempervirens	italiano	L1
post14828992	0.69	dragonseven	italiano	L1
post14829786	0.7	Sempervirens	italiano	L1
post14822273	0.83	Necsus	Italian (Italy)	L1
post14816230	0.77	zipp404	Bilingual English|Español	L2
post14818103	0.69	ohbice	italiano	L1
post14808695	0.73	Anja.Ann	Italian	L1
post5849596	0.86	Necsus	Italian (Italy)	L1
post7277954	0.88	facciadipietra	Italian (northern, southern and central background)	L1
post9286541	0.66	zipp404	Bilingual English|Español	L2
post9288097	0.85	Giorgio Spizzi	Italian	L1
post11846301	0.77	Maioneselover	Italiano - Italia	L1
post11846721	0.81	Giorgio Spizzi	Italian	L1
post14753778	0.73	Justelah	Italiano	L1
post5739801	0.83	MünchnerFax	Italian, Italy	L1
post5745224	0.74	dewill	italiano, français, s.duetsch	L1
post5782324	0.78	dewill	italiano, français, s.duetsch	L1
post5783106	0.82	Atars	Italiano	L1
post5783693	0.72	sabrinita85	Italian	L1
post5787247	0.85	dewill	italiano, français, s.duetsch	L1
post5992836	0.74	Saoul	Italian	L1
post6031628	0.86	dewill	italiano, français, s.duetsch	L1
post14690396	0.72	zipp404	Bilingual English|Español	L2
post14690470	0.8	dragonseven	italiano	L1
post14793924	0.71	Passante	italian	L1
post14795053	0.75	zipp404	Bilingual English|Español	L2
post14795502	0.74	The Dancing Fox	English - Western United States	L2
post14774404	0.76	ohbice	italiano	L1
post14781356	0.8	giginho	Italiano & Piemontese	L1
post14787100	0.77	violapais	italian	L1
post14788286	0.71	Odysseus54	Italian - Marche	L1
post14788363	0.7	L'aura che tu respiri	English - USA	L2
post14788455	0.87	violapais	italian	L1
post14788630	0.71	L'aura che tu respiri	English - USA	L2
post14788685	0.71	stella_maris_74	Italian - Italy	L1
post14788847	0.77	L'aura che tu respiri	English - USA	L2
post14788872	0.77	stella_maris_74	Italian - Italy	L1
post14788959	0.79	stella_maris_74	Italian - Italy	L1
post14789082	0.77	Nino83	Italian	L1
post14789790	0.8	stella_maris_74	Italian - Italy	L1
post14789812	0.82	L'aura che tu respiri	English - USA	L2
post14789968	0.75	Anja.Ann	Italian	L1
post14790225	0.78	giginho	Italiano & Piemontese	L1
post14790357	0.77	Sempervirens	italiano	L1
post14790420	0.79	Anja.Ann	Italian	L1
post14790499	0.75	Odysseus54	Italian - Marche	L1
post14790584	0.85	Pat (√2)	Italiano	L1
post14790650	0.8	violapais	italian	L1
post14790785	0.75	francisgranada	Hungarian	L2
post14775191	0.61	francisgranada	Hungarian	L2
post4961186	0.82	quita	italy, italian	L1
post14762569	0.74	Sempervirens	italiano	L1
post9252383	0.84	laurentius87	Italian	L1
post9255692	0.78	ALEX1981X	Italian	L1
post9256425	0.56	marco.cur	Italian	L1
post9258724	0.76	ALEX1981X	Italian	L1
post9261695	0.78	marco.cur	Italian	L1
post10192880	0.85	Jacksunny	Italy, Italian	L1
post11219156	0.74	Giorgio Spizzi	Italian	L1
post12474346	0.86	White Goat	Italian	L1
post12526602	0.77	Sempervirens	italiano	L1
post12526972	0.76	Giorgio Spizzi	Italian	L1
post12527715	0.8	Sempervirens	italiano	L1
post10505820	0.72	infinite sadness	italiano	L1
post14751994	0.78	elemika	Russian	L2
post14755924	0.6	zipp404	Bilingual English|Español	L2
post14752984	0.82	zipp404	Bilingual English|Español	L2
post14753003	0.78	stella_maris_74	Italian - Italy	L1
post14752921	0.6	zipp404	Bilingual English|Español	L2
post14747656	0.75	Passante	italian	L1
post14748683	0.66	Passante	italian	L1
post14744806	0.74	Pat (√2)	Italiano	L1
post14697322	0.77	crubsc	Portuguese	L2
post14697593	0.76	ohbice	italiano	L1
post14697833	0.73	Nino83	Italian	L1
post14698065	0.76	crubsc	Portuguese	L2
post14698466	0.8	Nino83	Italian	L1
post14698611	0.8	dragonseven	italiano	L1
post14699669	0.77	crubsc	Portuguese	L2
post14699742	0.72	Nino83	Italian	L1
post14736145	0.78	francisgranada	Hungarian	L2
post14739649	0.87	Sempervirens	italiano	L1
post4826504	0.78	Sylentia	English(UK)/Italian - bilingual	L1
post4829980	0.67	VelistaPerCaso	Italia italiano	L1
post14736801	0.76	S7ea	italiano	L1
post14738272	0.64	Passante	italian	L1
post14720550	0.77	dragonseven	italiano	L1
post14722420	0.7	Sempervirens	italiano	L1
post14587750	0.75	dragonseven	italiano	L1
post14605321	0.83	dragonseven	italiano	L1
post14605462	0.8	_Marta_	italiano	L1
post14605666	0.73	ohbice	italiano	L1
post14609963	0.87	dragonseven	italiano	L1
post14616398	0.86	giginho	Italiano & Piemontese	L1
post14706611	0.49	Alessandro_Persia	Italian	L1
post14705716	0.76	ivanbcn	Italiano - Roma	L1
post14698698	0.86	dragonseven	italiano	L1
post14695524	0.62	zipp404	Bilingual English|Español	L2
post14698184	0.76	zipp404	Bilingual English|Español	L2
post14703120	0.57	Lituano	Lithuanian	L2
post14704635	0.77	TrueEurostud	Bilingual- English and Italian	L1
post14698312	0.72	zipp404	Bilingual English|Español	L2
post14698463	0.78	dragonseven	italiano	L1
post14694020	0.8	zipp404	Bilingual English|Español	L2
post14698989	0.81	dragonseven	italiano	L1
post14689536	0.72	zipp404	Bilingual English|Español	L2
post14238320	0.85	Omari Tetradze	Italiano	L1
post14678990	0.67	zipp404	Bilingual English|Español	L2
post14681122	0.73	zipp404	Bilingual English|Español	L2
post14681388	0.76	Anaiss	Italiano - Veneto	L1
post14683092	0.75	zipp404	Bilingual English|Español	L2
post1241949	0.74	Necsus	Italian (Italy)	L1
post14683366	0.84	zipp404	Bilingual English|Español	L2
post14683602	0.79	dragonseven	italiano	L1
post14682265	0.77	jacques3060	francese	L2
post14682572	0.76	jacques3060	francese	L2
post14677213	0.76	Fiordaliso1	Turkish	L2
post14677747	0.88	fedeeffe	Italiano	L1
post14678216	0.85	dragonseven	italiano	L1
post14681637	0.68	ohbice	italiano	L1
post14677037	0.78	dragonseven	italiano	L1
post14670003	0.75	zipp404	Bilingual English|Español	L2
post14676748	0.77	dragonseven	italiano	L1
post14674036	0.85	zipp404	Bilingual English|Español	L2
post14675175	0.78	dragonseven	italiano	L1
post14640736	0.85	alfaalfa	italiano	L1
post14640755	0.81	francisgranada	Hungarian	L2
post14642515	0.81	ohbice	italiano	L1
post14675065	0.78	dragonseven	italiano	L1
post14654531	0.81	Sempervirens	italiano	L1
post14643862	0.8	armour65	United States English	L2
post14644282	0.63	alfaalfa	italiano	L1
post14647368	0.8	Necsus	Italian (Italy)	L1
post14673388	0.66	zipp404	Bilingual English|Español	L2
post14673579	0.61	ohbice	italiano	L1
post1502129	0.8	Dragoberto	Italian-Italy	L1
post1830188	0.8	Gio77	Italian - Italy	L1
post5516105	0.8	saltapicchio	Italia (Roma) - Italiano	L1
post9187994	0.74	marco.cur	Italian	L1
post2744086	0.78	Sicanius	Italian	L1
post2747210	0.8	DrLindenbrock	Italy; Italian & Am. English	L1
post2747323	0.79	Sicanius	Italian	L1
post8664905	0.72	ebreoerrante	Italian - Itay & Venetian	L1
post11263604	0.75	Necsus	Italian (Italy)	L1
post14657497	0.81	Sempervirens	italiano	L1
post14653600	0.77	zipp404	Bilingual English|Español	L2
post14651129	0.72	IVO_GIU	chinese	L2
post14651235	0.71	Sempervirens	italiano	L1
post2268747	0.83	Broca's Area	Italian / Italy	L1
post6817416	0.72	Hermocrates	Italian & British English (bilingual)	L1
post12940429	0.81	Sempervirens	italiano	L1
post13892942	0.83	Nino83	Italian	L1
post14637299	0.76	Nino83	Italian	L1
post14616734	0.73	pizzi	Italian, Italy	L1
post14613184	0.63	giuggiola91	Italian	L1
post14625675	0.65	Geviert	Spanisch	L2
post14616414	0.76	IVO_GIU	chinese	L2
post14617448	0.69	chipulukusu	Italian	L1
post14618709	0.83	dragonseven	italiano	L1
post14614184	0.7	Necsus	Italian (Italy)	L1
post14610117	0.85	Sempervirens	italiano	L1
post14583382	0.71	Sempervirens	italiano	L1
post14585104	0.73	Sempervirens	italiano	L1
post14603736	0.79	dragonseven	italiano	L1
post14605331	0.74	_Marta_	italiano	L1
post14609675	0.8	dragonseven	italiano	L1
